rank,personName,age,finalWorth,year,month,category,source,country,state,city,countryOfCitizenship,organization,selfMade,gender,birthDate,title,philanthropyScore,residenceMsa,numberOfSiblings,bio,about
2578,Scott Nuttall,49.0,1000.0,2022,4,Finance & Investments,private equity,United States,New York,New York,United States,,True,M,1972-11-25,,,,,"Scott Nuttall is the co-CEO of storied private equity giant KKR. 
He and Joseph Bae were appointed as chief executives in October 2021 when KKR co-founders Henry Kravis and George Roberts stepped down. 
Nuttall first joined KKR in his early 20s, in 1996, following a brief stint at Blackstone. 
He spearheaded KKR's capital markets, fundraising, insurance, credit and hedge fund initiatives, and helped take the company public in 2010. 
KKR has about $430 billion in total assets under management. 
",
1012,Heidi Horten,81.0,3000.0,2022,4,Fashion & Retail,retail,Austria,,Vienna,Austria,,False,F,1941-02-13,,,,,"Heidi Horten inherited a fortune from her husband, Helmut Horten, who founded the German department store Horten AG in 1936.
She met the much older Horten in a bar in Austria in 1959, when she was 19. 
When he died in 1987, he left Horten a $1 billion fortune that has since grown.
She sits on the board of Helmut Horten Stiftung, a charitable foundation supporting medical research and health care institutions.
Horten is opening her own private museum next to Vienna's Burggarten in 2022, displaying parts of her collection.","She is an avid ice hockey fan and art collector, with a collection spanning some 500 works from the likes of Bacon, Picasso and Warhol.
In 2008 Horten sold a 35.5 carat diamond that was once a Bavarian crown jewel for $24 million."
398,Cheng Xue,52.0,6400.0,2022,4,Food & Beverage,soy sauce,China,,Foshan,China,,True,F,1970-02-26,,,,,"Cheng Xue is the vice chairman of soy sauce maker Foshan Haitian Flavoring of China.
Cheng holds a 9% stake in the company, which was restructured from a collective company to a limited company in 1995.
Fellow billionaire Pang Kang chairs Haitian. ",
1012,Tsai Ming-kai,71.0,3000.0,2022,4,Technology,semiconductors,Taiwan,,Hsinchu,Taiwan,,True,M,1950-04-06,,,,,"Tsai is chairman and CEO of smartphone chipmaker MediaTek, which was spun off from another company he ran.
Faced with escalating competition in a plateauing sector, Tsai brought in Rick Tsai (who is not related) as his co-CEO in June 2018.
Tsai studied electrical engineering first in Taiwan and later in the U.S.","Long-regarded as the father of Taiwan's chip-design industry, Tsai was nicknamed ""King of the Bandit Phones"" since MediaTek powered mainly low-end mobile phones. 
Tsai joined United Microelectronics, one of Taiwan's earliest chip companies, in 1983 and climbed the ladder to run its consumer-and-multimedia product business. "
709,Thomas Secunda,67.0,4100.0,2022,4,Media & Entertainment,Bloomberg LP,United States,New York,Croton-on-Hudson,United States,,True,M,1954-06-23,,2.0,"New York, NY",,"Thomas Secunda is a cofounder of financial services and media company Bloomberg LP.
He built the company's financial products, most notably its lucrative terminal business.
The terminal business accounts for an estimated 80% of Bloomberg LP's more than $10 billion in revenue.
He holds a 4% stake in the business and still leads its terminal division.
Secunda helped spearhead recovery efforts in the U.S. Virgin Islands in the wake of devastating hurricanes in 2017.","A mathematician by education, Secunda was working in Salomon Brother's systems research department when he met Michael Bloomberg."
418,George Lucas,77.0,6100.0,2022,4,Media & Entertainment,Star Wars,United States,California,San Anselmo,United States,,True,M,1944-05-14,,3.0,"San Francisco-Oakland-Fremont, CA",,"'Star Wars' creator George Lucas has largely retired from filmmaking since he sold his Lucasfilm to Disney in 2012 for $4.1 billion in stock and cash.
Lucas is now focused on philanthropy: his charitable family foundation has more than $1 billion in assets. 
Lucas attended junior college in his hometown of Modesto, California where his parents ran a stationary store, before attending USC.
He founded Lucasfilm, his production company, in 1971 and built his fortune through his movies and their merchandise.
The Lucas Museum of Narrative Art will open in Los Angeles in 2021 and is entirely funded by Lucas and his wife, Mellody Hobson. 
","Lucas worked as a production assistant on Francis Ford Coppola's 1968 film 'Finian's Rainbow.'
When Lucas needed special effects for 'Star Wars,' he started his own special effects company, Industrial Light & Magic, in 1975."
2578,Michael Rees,47.0,1000.0,2022,4,Finance & Investments,private equity,United States,Connecticut,New Canaan,United States,,True,M,1975-03-19,,,,,"Rees is cofounder and co-president of Blue Owl, which manages $94 billion and formed in 2021 when his Dyal Capital merged with Owl Rock Capital.
Dyal is known for buying minority stakes in other private equity firms like Robert F. Smith's Vista Equity Partners and Tom Gores' Platinum Equity.
Since 2020 Dyal has turned its attention to professional sports, buying stakes of the NBA's Phoenix Suns, Sacramento Kings and Atlanta Hawks.
Rees still heads Dyal as a branch of Blue Owl, while Blue Owl CEO Doug Ostrover manages Owl Rock's credit business.
Rees spent seven years at Lehman Brothers and started Dyal as a subsidiary of Neuberger Berman, which bought out parts of the bankrupt Lehman in 2009.",
637,Bert Beveridge,60.0,4500.0,2022,4,Food & Beverage,vodka,United States,Texas,Austin,United States,,True,M,1962-01-01,,,"Austin, TX",,"Bert ""Tito"" Beveridge is the founder of Tito's Vodka.
Tito's, one of the fastest growing spirits brands in America, sold an estimated 88 million bottles of vodka in 2018, up from 63 million in 2017.
Beveridge started the company in 1997 with $90,000 borrowed using 19 credit cards. He slept on floors and couches while he built the business. 
The business got its first big break after winning the 2001 World Spirits Competition in San Francisco against 72 vodkas from around the world.  
Tito's says it donates the net proceeds from its online store to nonprofits.","Beveridge grew up comfortably in San Antonio, where he played polo. As a youngster he wanted to pursue a career training horses.
After graduating from college with degrees in geology and geophysics, Beveridge started working in the oil and gas business. "
2190,Wei Huang,62.0,1300.0,2022,4,Real Estate,real estate,China,,Hangzhou,China,,True,M,1959-09-30,,,,,"Huang Wei controls Xinhu Zhongbao, one of China's largest real estate developers.
Xinhu Zhongbao holds a minority stake in Wind, one of China's largest providers of financial information. 
Huang's Xinhu Group has a controlling stake in Xiangcai Securities, a Chinese brokerage. 
Huang's son Huang Licheng is a company supervisor at Xinhua Zhongbao. ",
438,Sam Zell,80.0,5800.0,2022,4,Real Estate,"real estate, private equity",United States,Illinois,Chicago,United States,,True,M,1941-09-28,,3.0,"Chicago-Joliet-Naperville, IL-IN-WI",,"In 1968, Sam Zell started Equity Group Investments, which today invests in industries like energy, logistics and healthcare.
The forefather of modern real estate investment trusts, Zell chairs five public companies, including one of the nation's largest residential REITs.
His $39 billion sale of office REIT Equity Office to Blackstone just before the market crashed in 2007 was among the largest real estate deals ever.  
Around the same time, he led an $8.2 billion buyout of newspaper owner Tribune Company, which quickly went bankrupt. 
As a college student Zell managed a 15-unit student apartment building in exchange for a free room. His enterprise was netting $150,000 by graduation.","Zell's family escaped Poland by train hours before Hitler's army bombed the tracks that ran through their town. They reached the U.S. by way of Japan in 1941. 
His nickname, The Grave Dancer, dates to 1975 when Zell wrote that his success came from reviving 'corpses' left behind by the last real estate crash. "
709,E. Joe Shoen,72.0,4100.0,2022,4,Automotive,U-Haul,United States,Arizona,Phoenix,United States,,False,M,1949-10-28,,,"Phoenix, AZ",,"Joe Shoen is the president and chairman of U-Haul's $3.8 billion (sales) parent company Amerco, where he has a 21% stake. 
His parents L.S. and Anna Mary Shoen cofounded the truck and trailer rental company back in 1945.
Worried that his father was wrecking the company, Joe led a coup in 1986, forcing his dad into retirement and alienating most of his 12 siblings.
Despite his problems working with his own dad, Joe's sons Stuart and Sam are both executives at Amerco.
Shoen is known for his frugality, insisting employees stay in cheap motels, two to a room. ","Shoen wrote his thesis at Harvard Business School on the self-storage business.  
His father, L.S.,  died by suicide in 1999."
41,Jacqueline Mars,82.0,31700.0,2022,4,Food & Beverage,"candy, pet food",United States,Virginia,The Plains,United States,,False,F,1939-10-10,,,"Washington, DC",,"Jacqueline Mars owns an estimated one-third of Mars, the world's largest candymaker, founded by her grandfather.
She worked for the company for nearly 20 years and served on the board until 2016.
Her son Stephen Badger is on Mars' board of directors.  
Mars serves on the board of the National Archives and was formerly on the board of the Washington National Opera.
Her brother John owns an estimated third of Mars; her late brother Forrest Jr's. four daughters own the rest.","Mars owns a horse farm in Virginia that has trained horses ridden by Olympic medalists.
Mars was founded in 1911 by Jacqueline's grandfather, Frank, who, along with her father Forrest Sr., invented the Milky Way bar in 1923."
1929,Zach Perret,34.0,1500.0,2022,4,Finance & Investments,fintech,United States,California,San Francisco,United States,Plaid,True,M,1987-09-17,Cofounder,,,,"Zach Perret is CEO of Plaid, which helps other fintechs connect to customers' bank accounts so the customers can make deposits and payments.
Perret and his cofounder William Hockey met as junior Bain consultants before founding Plaid in 2012.

Plaid's customers include Robinhood, Coinbase and Venmo.

Visa called off a $5.3 billion deal to buy Plaid in early 2021 after the Department of Justice filed an antitrust lawsuit aiming to block the acquisition.

Perret graduated from Duke University and previously served on the board of trustees.  
",
1579,Alexander Ponomarenko,57.0,1900.0,2022,4,Logistics,"real estate, airport",Russia,,Moscow,Russia,,True,M,1964-10-27,,,,,"Alexander Ponomarenko is chairman of the board of Sheremetyevo, the biggest airport in Russia.
Ponomarenko and partner Alexander Skorobogatko started out with sea ports and banking and then moved into airport construction.
In 2013 the two, with Arkady Rotenberg, a judo partner of President Vladimir Putin, won a tender to develop Sheremetyevo, the state-owned airport.
The partners and Rotenberg also founded TPS Real Estate, which owns more than half of the real estate in Ocean Plaza, Kiev's biggest shopping center.
The two Alexanders first set up a small perfume factory in the Ukraine and then founded a bank in Moscow. ",In 2011 Ponomarenko paid $350 million for a complex of buildings and land near the Black Sea known as Putin's Palace. He later sold it to Arkady Rotenberg. 
